Date,Close,High,Low,Open,Volume,daily_return,volatility,avg_volatility,avg_volume,volume_spike,behavior_label
2023-12-18,3659.497802734375,3725.6859061104938,3631.9510077507234,3658.454863375264,2521612,,,,,,NORMAL
2023-12-19,3618.722412109375,3655.609586187903,3593.8782342059817,3646.0321399794193,2004435,-0.011142345978328638,,,,,NORMAL
2023-12-20,3584.443603515625,3697.048641126024,3571.6421887136007,3629.2010963738817,2586083,-0.00947262726730358,,,,,NORMAL
2023-12-21,3591.507568359375,3609.713976265889,3549.6422988122054,3561.874667630337,1517562,0.0019707284100722866,,,,,NORMAL
2023-12-22,3626.118896484375,3646.9330002294714,3567.327219815434,3603.360828096398,2413058,0.009636991560290742,,,2208550.0,1.0925983111090987,NORMAL
2023-12-26,3599.140869140625,3635.6011420652,3594.0201652475857,3622.183457891739,1285231,-0.007439918026379666,0.008830181333352014,,1961273.8,0.6553042211648369,NORMAL
2023-12-27,3613.9814453125,3620.619215684377,3573.0169658903283,3602.4128061086403,1293976,0.004123366300863518,0.008039922340275455,,1819182.0,0.7112955163364633,NORMAL
2023-12-28,3603.266357421875,3639.394888074637,3595.870169483452,3626.1193465339793,1682889,-0.0029648984237379272,0.006561758516422245,,1638543.2,1.027064162849048,NORMAL
2023-12-29,3597.102294921875,3624.791463550224,3570.5512149274923,3595.774833524974,1574996,-0.0017106874398290506,0.006640822642677901,,1650030.0,0.9545256752907523,NORMAL
2024-01-01,3613.886962890625,3633.70535723094,3577.75843236752,3593.8787327518958,825907,0.004666163648569421,0.005089996727279251,0.007032536312001373,1332599.8,0.6197712171351069,NORMAL
2024-01-02,3587.430419921875,3613.8868154362913,3572.3058320680057,3613.8868154362913,1344068,-0.0073207998037626565,0.00505048591904507,0.006276597229139985,1344367.2,0.9997774417584719,NORMAL
2024-01-03,3500.71240234375,3576.667547002565,3496.2556603222715,3572.068428151664,1803075,-0.024172738541926475,0.010873341838420422,0.006843281128768977,1446187.0,1.2467785977885295,NORMAL
2024-01-04,3477.053955078125,3526.552712648792,3462.0715122024035,3510.1953493002597,3598144,-0.006758180777656997,0.010713577690730227,0.007673644963630574,1829238.0,1.9670179604840923,NORMAL
2024-01-05,3544.474365234375,3553.8147487517995,3484.687206057707,3484.829351387596,1963127,0.01939009604892239,0.01613253777406125,0.009571987989907244,1906864.2,1.0295054047372645,NORMAL
2024-01-08,3487.95849609375,3546.2285872851344,3482.363665387938,3544.474226914024,1067805,-0.015944781458981705,0.016366911185827875,0.011827370881616969,1955243.8,0.5461237110175212,NORMAL
2024-01-09,3498.9580078125,3558.176581963884,3492.17809271376,3517.9705232630245,1370944,0.003153567260352652,0.016968659004066387,0.014211005498621232,1960619.0,0.6992403929575303,NORMAL
2024-01-10,3520.909912109375,3536.271560324902,3497.1561344716065,3499.052639967524,1292227,0.006273840454175339,0.013395087017989181,0.014715354534534982,1858449.4,0.6953253610240882,NORMAL
2024-01-11,3542.245849609375,3577.757871232071,3515.173185437924,3531.2934832939923,1777909,0.006059779441280222,0.012694003933723424,0.015111439783133623,1494402.4,1.1897123559223406,NORMAL
2024-01-12,3681.87646484375,3703.16469648513,3623.843432744319,3648.8772170987218,6813450,0.039418668596865825,0.019940545473278042,0.015873041322976983,2464467.0,2.7646748769612253,FOMO_BUY
2024-01-15,3701.789794921875,3759.822827317008,3683.962593726753,3755.0815627176166,2801505,0.0054084731707504385,0.015342313618540661,0.01566812180951954,2811207.0,0.9965488133744687,NORMAL
2024-01-16,3661.48876953125,3697.237855611621,3656.0363156533926,3697.237855611621,1432672,-0.010886902720924407,0.018367332845877438,0.015947856577881746,2823552.6,0.5074004996400634,NORMAL
2024-01-17,3683.583251953125,3707.621323698518,3615.261585245189,3621.377770055813,3458696,0.006034289277556226,0.018377362042163798,0.016944311582716674,3256846.4,1.0619770094162255,NORMAL
2024-01-18,3700.65185546875,3706.5309771399134,3662.1526951745536,3696.289799531437,2239110,0.004633695602393351,0.018449340912930514,0.01809537897855809,3349086.6,0.6685733357865395,NORMAL
2024-01-19,3765.05712890625,3784.6317399780814,3738.3210747593575,3766.919057481787,2941975,0.017403764513088005,0.010080419309695186,0.01612335374584152,2574791.6,1.1426070366238572,NORMAL
2024-01-23,3684.085205078125,3756.3202043628303,3669.28488869668,3723.950573395889,2618854,-0.021506160744935943,0.015314042991863631,0.01611769962050611,2538261.4,1.0317511033339593,NORMAL
2024-01-24,3668.3779296875,3708.3386452495192,3633.8120750758894,3704.8535025994192,2657709,-0.0042635483481691105,0.014494893220058463,0.015343211695342317,2783268.8,0.9548876486525485,NORMAL
2024-01-25,3638.299560546875,3686.710868765269,3608.12592069105,3666.563249143072,2205154,-0.008199364873833326,0.014524219868731808,0.014572583260655922,2532560.4,0.8707211879329709,NORMAL
2024-01-29,3629.41943359375,3647.561756466226,3610.179116005899,3629.228508398019,1646747,-0.0024407355154093535,0.014004683492022838,0.013683651776474385,2414087.8,0.6821404755866792,NORMAL
2024-01-30,3628.989990234375,3674.107085085276,3616.05160212405,3635.578425123368,1411621,-0.00011832287979729461,0.0084710193929839,0.013361771793132127,2108017.0,0.6696440303849542,NORMAL
2024-01-31,3643.6943359375,3660.929588370053,3625.0745845099527,3639.158755461559,2459358,0.004051911342465742,0.0045751546436266265,0.011213994123484727,2076117.8,1.1845946313836333,NORMAL
2024-02-01,3680.169921875,3728.62901876212,3633.286482295551,3647.56157849842,2363107,0.010010605329251687,0.006849225730636218,0.009684860625600278,2017197.4,1.1714802924096572,NORMAL
2024-02-02,3787.2578125,3804.540622874472,3697.2145499513263,3700.1269169206976,2826510,0.029098626666249183,0.012645410316269274,0.00930909871510777,2141468.6,1.3198932732424842,NORMAL
2024-02-05,3793.941650390625,3840.4432412225233,3783.247275258838,3803.203736894408,1691523,0.0017648225237174575,0.011884274308646817,0.008885016878432567,2150423.8,0.786599832088912,NORMAL
2024-02-06,3949.297119140625,3962.569566984558,3809.887694722218,3816.57170822173,4474396,0.040948302073650744,0.017090643207733788,0.010608941641382545,2762978.8,1.619410181504107,FOMO_BUY
2024-02-07,3899.07177734375,3967.439786038246,3890.0484049597753,3965.530067729684,2124267,-0.012717539420737278,0.021409466316411385,0.013975803975939496,2695960.6,0.7879443787123595,NORMAL
2024-02-08,3947.483154296875,3970.304193861152,3901.60212727005,3905.3737741443274,2345173,0.012416128688481187,0.021329313251143362,0.016871821480040926,2692373.8,0.8710428693073748,NORMAL
2024-02-09,3947.10107421875,3995.846442629643,3914.922137470945,3949.822049542002,2100596,-9.679080649382943e-05,0.020234085892071863,0.01838955659520144,2547191.0,0.8246715695839063,NORMAL
2024-02-12,3934.68798828125,3971.831913158721,3920.221500261139,3943.567991208639,1013716,-0.003144861432249235,0.0207528831892393,0.02016327837131994,2411629.6,0.420344815804218,NORMAL
2024-02-13,3962.1875,3981.762109892758,3897.257086697192,3939.2233270851298,1257415,0.0069889942482483924,0.009647107526918967,0.018674571235156975,1768233.4,0.7111137025236601,NORMAL
2024-02-14,3915.017578125,3929.1493051863713,3866.7016182555567,3921.606012143616,1391283,-0.011905020111996234,0.009367609589532635,0.016266199889781223,1621636.6,0.8579499254025224,NORMAL
2024-02-15,3917.977783203125,3959.1318346649314,3898.6894441790746,3941.658100801181,1091582,0.0007561153989870117,0.006893659238081745,0.013379069087168901,1370918.4,0.7962414101379047,NORMAL
