daily_return,volatility,volume_spike,action,behavior
0.0123634538817831,0.0134359019453694,0.8756205961165494,1,NORMAL
-0.0336614227281367,0.0177065963521038,1.3495117887365955,0,PANIC_SELL
0.0341231029831814,0.027585744845048,1.005406972636663,1,NORMAL
0.0086312650304818,0.0279899036802101,0.9500900550087706,1,NORMAL
-0.0232489194333904,0.0276798703674527,0.8711830713754034,0,PANIC_SELL
-0.0013954669473035,0.0267678276672928,0.8211805425317313,1,NORMAL
0.0162268317206903,0.0212652956332807,0.8151767403580303,1,NORMAL
-0.0151271556011109,0.0163142349911827,0.8345355017380414,0,NORMAL
-0.0137306031822846,0.0153723790642645,1.020484116490742,0,NORMAL
0.0054270442341275,0.0132030369785496,0.8717951378012339,1,NORMAL
0.0328560266357198,0.0203594889857717,0.9957059022678284,0,NORMAL
0.0366585234940444,0.0247256696579549,1.186374655791005,1,NORMAL
0.0160735803985945,0.0206465922725888,1.1247555614078877,1,NORMAL
0.0276837599256007,0.0128421354474318,1.472880590117761,1,FOMO_BUY
0.0016795815896186,0.0142141583537154,0.9211761172387244,0,NORMAL
-0.0076838422517926,0.0181868289183906,1.2609223195581911,0,NORMAL
-0.0349851106998611,0.0240262284637094,1.2179692027478648,1,NORMAL
-0.037420742119262,0.027101154551565,1.4108487752216008,1,NORMAL
0.0165201983288556,0.0234146160058942,0.8479390389426155,1,NORMAL
0.006336458774339,0.0241932577323155,0.6688693228076881,1,NORMAL
-0.0077782412222051,0.0241896238364362,0.7301291587823309,0,NORMAL
0.0257577099867885,0.0246728965386328,0.7044259549900272,0,NORMAL
-0.0030980193281083,0.0138002999026776,0.6546241699775317,1,NORMAL
0.0010969579188173,0.0129934768290624,0.6663417383230239,0,NORMAL
-0.0065735066452995,0.013786608165627,0.7323245161910029,0,NORMAL
-0.0045587484759579,0.0132888936658751,0.7449433026377932,1,NORMAL
-0.0019202868812187,0.0028792153569272,0.7124610185842819,0,NORMAL
0.0017760719991373,0.0035816872474791,0.766329857535127,0,NORMAL
-0.0161038400655428,0.0067125349104885,1.0613559899818568,0,NORMAL
-0.0176440774545694,0.008697373269235,1.2654309141288844,1,NORMAL
-0.0086366336047388,0.0085197024587093,1.2405255570932086,0,NORMAL
0.0012333833673217,0.0092173017632918,1.117857764009052,1,NORMAL
-0.0297989608546481,0.0114886218345877,1.2790028749022435,1,NORMAL
-0.0011109484538427,0.0127514307404557,1.7596532836084404,0,NORMAL
-0.0040522248344033,0.0124777834210196,1.189218881479945,0,NORMAL
-0.0347823665706702,0.0171625494855341,1.4689591625992615,0,PANIC_SELL
0.0022314329532953,0.0173840606173694,1.4836561106990855,1,NORMAL
0.0538511599378583,0.0319386661446472,0.998079149938034,0,NORMAL
-0.0208935545050978,0.0337825505199707,0.861505709341686,1,NORMAL
-0.0244565198695463,0.0354743664130724,0.9397805315553482,0,PANIC_SELL
-0.0158120097876572,0.0323436551385086,1.388204805851195,0,NORMAL
0.0107382969181863,0.032778005995452,1.1394795449006143,1,NORMAL
-0.0416733401390397,0.0189755353159891,1.1027639639544395,0,PANIC_SELL
0.0406495950724306,0.0322715036227975,0.9446447089392777,1,NORMAL
-0.0091665975150396,0.0307888606656877,0.8158762178656174,0,NORMAL
0.0165025949673114,0.0308325549660787,0.7764513588285021,0,NORMAL
-0.0076252461192801,0.0308351203841708,0.7045961642117856,1,NORMAL
0.0244564381031944,0.0213586654690673,0.753375845138386,1,NORMAL
0.0127431445953067,0.0150211274231202,0.9296344347452584,0,NORMAL
-0.0064506326393848,0.0143051307783219,0.9038023899297128,1,NORMAL
-0.0339050274591825,0.0222854416511224,1.026033104820421,1,NORMAL
-0.0044804182814518,0.0221363817167942,1.529269917733216,1,NORMAL
0.0283358141997476,0.02331157763568,0.9558156785225176,1,NORMAL
-0.0068886916432873,0.0220918507851233,0.8397896266160966,1,NORMAL
-0.0199935753867062,0.0231675824388171,0.7951472311913669,0,NORMAL
0.0041635115532541,0.0179392452586152,0.8911324814064727,0,NORMAL
0.0051414235421074,0.0178236890964418,0.8435598074660053,0,NORMAL
0.0014850944667157,0.0105045190040278,0.7323334584105778,1,NORMAL
-0.0122743790300136,0.0112262834029398,0.7976686284081608,1,NORMAL
0.0187655209936776,0.0110572595038809,1.095164944666421,1,NORMAL
0.0069586219064838,0.0111720175032491,0.7260040880640268,0,NORMAL
0.0235774457319632,0.0142538548948589,0.9457328450224616,1,NORMAL
0.0024620392875804,0.0141536656620895,0.8852446888388322,1,NORMAL
0.0133904267321911,0.0085559649112846,0.9340085197656864,0,NORMAL
0.0192340097675851,0.0086366518716759,0.9938389426655988,0,NORMAL
0.0202512985511409,0.008303627908339,1.1830473354441589,0,NORMAL
-0.0132332552992509,0.0140177417170229,1.0167442496728836,1,NORMAL
0.0243065736041774,0.0150615241093482,1.00337865842678,1,NORMAL
-0.0178528599364856,0.0203149080968272,0.9572902246816004,1,NORMAL
0.0187076311748015,0.0202338894410854,1.012815048414924,0,NORMAL
-0.0025275196502434,0.0188636081582657,0.9520455901703062,1,NORMAL
0.0050681983763984,0.0168678996978342,1.0501660906384638,1,NORMAL
-0.0128297571434806,0.0145565835656944,1.0393198906487924,0,NORMAL
0.0029298269006954,0.011505214734989,0.7669843500750919,0,NORMAL
-0.0116850723634345,0.008204651213223,0.9466163306078788,0,NORMAL
0.0180382870531339,0.012848452462893,0.9089922600304348,1,NORMAL
0.0029778929088837,0.0126876948686055,0.7957205628134248,1,NORMAL
-0.0024495022517088,0.010794902367856,0.8094528329463604,1,NORMAL
-0.006027337018317,0.0113244366312943,1.2888451725939816,0,NORMAL
-0.0007487147064206,0.0093452300705604,1.6829165608585823,0,NORMAL
-0.0151331412498434,0.0068800707707552,1.1903248602494385,1,NORMAL
0.0082150905975668,0.0084744603081457,0.831471603736001,1,NORMAL
-0.0353852428923014,0.0166113517736528,1.4535693650963384,1,NORMAL
0.0019554317524876,0.0174299573954712,0.8736023292484542,0,NORMAL
0.0128024290789121,0.0197774544819921,0.8180048748413792,1,NORMAL
0.0053276019168364,0.019401506441014,0.8265787391940623,0,NORMAL
-0.0258046342179015,0.021072430042014,0.9018237849889704,1,NORMAL
-0.007410323963326,0.0148528159294765,1.2167526158780666,1,NORMAL
-0.0249386234109207,0.0174258113012652,1.0774100925620078,1,NORMAL
0.0179198735644208,0.0190298774823763,1.0629824958474303,1,NORMAL
0.0198446290289417,0.0222177589293467,0.84628839448085,1,NORMAL
-0.009258529920272,0.0191999068624573,0.7677213840381338,1,NORMAL
-0.0112458016410142,0.019603971613806,0.7094417059152678,0,NORMAL
-0.0012812872243475,0.0148129702634031,1.0273479874520046,1,NORMAL
0.0210120368453581,0.0156237331811276,0.853782317285523,0,NORMAL
-0.0147672203080483,0.0143623057767347,0.8805535838499992,1,NORMAL
0.0133143818656378,0.0154520944459945,0.7206175667956881,0,NORMAL
-0.001573809218229,0.0140103749095742,0.8766614804372016,1,NORMAL
-0.000393826242655,0.0139426379291816,0.7387724050468941,0,NORMAL
-0.0123768792718912,0.0111943222405144,1.2540269415626488,1,NORMAL
-0.0053480184332027,0.0094015559603138,0.9585250421053622,0,NORMAL
-0.0026483242786278,0.004785688441864,0.9172879714711752,0,NORMAL
0.0062762743790878,0.0068255453446951,0.8083903419562782,1,NORMAL
-0.0121540357454515,0.0077151060065891,1.06329822306119,1,NORMAL
0.0190221049863059,0.0120339854482006,1.0509882975271134,0,NORMAL
7.9372329329086e-05,0.0115499439689905,1.005076330247044,1,NORMAL
0.0066718348700081,0.0113391553379448,1.0358347092710825,0,NORMAL
0.003077164902937,0.0112671586552027,0.8088825063313605,0,NORMAL
-0.0080231578824462,0.0099177205016204,0.9917622035482055,0,NORMAL
0.0098326814866007,0.0068548010304465,0.7909632072297179,0,NORMAL
0.0245778015775537,0.01181034023786,1.379905509155963,0,NORMAL
-0.0064378261880932,0.013322819876402,0.8997455183219781,0,NORMAL
0.0039341508373786,0.0133037440312741,1.2578872262281715,1,NORMAL
0.012600899910782,0.0114046983236163,1.2889233827674025,0,NORMAL
-0.0100919857861058,0.0141488264558285,1.3893721541527706,1,NORMAL
0.0141041153346466,0.0109163329374892,1.004839072216001,0,NORMAL
0.0126981704940616,0.0101885638329065,0.9428369275737404,1,NORMAL
-0.002089513805812,0.0109197354310792,0.7559728802817582,0,NORMAL
-0.0021691507519453,0.0104890468830119,0.8653371825227858,0,NORMAL
-0.0022485888199025,0.0085428240272433,0.872474080443378,0,NORMAL
0.012545772442803,0.0081017693679465,0.7998844563977441,1,NORMAL
0.0115001026556809,0.0077822803778021,0.8294360162464159,0,NORMAL
0.0046214826566322,0.0071267004897453,0.8437557851876788,0,NORMAL
0.0022634332883271,0.0062580429504084,0.7439268163493303,1,NORMAL
0.0195962908431541,0.0068838109628416,1.1674550614947965,1,NORMAL
0.0147185960637878,0.0071401903000599,1.5368009983784163,1,NORMAL
0.0179549876585451,0.0079002634583639,1.4291780274211092,0,NORMAL
-0.0091994765080897,0.0122653527476182,1.3545205039369757,1,NORMAL
0.0130548963633496,0.0117055992908792,1.232290818797583,0,NORMAL
-0.0042037057216482,0.01227564157679,0.9349002961060208,0,NORMAL
0.0078892699440873,0.0114819976048272,1.179481738388269,1,NORMAL
0.0241006187771994,0.0133751077409125,1.3849957665508132,1,FOMO_BUY
