Date,Close,High,Low,Open,Volume,daily_return,volatility,avg_volume,volume_spike
2021-01-05,86.35006713867188,86.68652187444044,85.20124606667888,85.6076753306863,20360000,0.008064281969665021,0.011661346929518953,23378600.0,0.8708819176511853
2021-01-06,85.49799346923828,86.54459001427169,84.16903787338767,84.37547823924433,46588000,-0.00986766655392668,0.011749793350329624,24640000.0,1.8907467532467532
2021-01-07,88.05170440673828,88.22439556368579,85.69053939531456,85.69053939531456,41936000,0.02986866514497577,0.01783447112830903,26796600.0,1.5649746609644508
2021-01-08,89.21739959716797,89.29332585763812,87.40062131631798,88.19164922097684,35484000,0.013238757821711022,0.0181764471775948,28047600.0,1.2651349848115347
2021-01-11,87.15597534179688,88.54994580133611,86.9500347222767,88.18470162798775,34796000,-0.02310563034429136,0.020599994512698956,30596000.0,1.1372728461236763
2021-01-12,86.22003936767578,87.73211302288776,85.17543429898133,86.6135656079174,29528000,-0.010738632324985953,0.021294882024089298,30783800.0,0.9592058160461022
2021-01-13,86.7073745727539,87.16094827201765,85.71834159853628,85.71834159853628,23432000,0.00565222665927978,0.020640034863204534,31154400.0,0.7521249004955961
2021-01-14,85.89698791503906,87.71475825531489,85.65630612320594,86.78775664072327,29212000,-0.009346225297536481,0.014367145733137682,31973000.0,0.9136458887186063
2021-01-15,85.73322296142578,86.72572393076636,84.94369431632818,85.80269772639237,31444000,-0.0019065273135684402,0.010734809591501228,33010400.0,0.9525482878123258
2021-01-19,88.55440521240234,89.51564055637627,85.99176721747224,86.49645306604887,41660000,0.032906522740267174,0.017791826704497794,33444000.0,1.2456643942112187
2021-01-20,93.29856872558594,94.273699131295,90.29327584791857,90.63369841737502,64152000,0.053573433210967636,0.026303944501620928,37823200.0,1.6961018634065865
2021-01-21,93.50101470947266,95.8795424858675,93.265792507196,93.97245864179769,58634000,0.0021698723426526456,0.026695437998418194,39027800.0,1.5023649808597974
2021-01-22,93.91837310791016,94.50543672127228,93.12139349550736,93.86378525576802,32744000,0.004463677744400041,0.024070090374955513,38108600.0,0.859228625559585
2021-01-25,94.00372314453124,95.37040330733852,92.26089490963317,94.919805555433,50586000,0.000908768261168813,0.023507302039574105,39618800.0,1.2768180762668229
2021-01-26,94.6821060180664,95.06918077277226,93.10304122733542,93.59234042721772,31462000,0.007216553247493707,0.022437631534361024,39285400.0,0.8008573159494367
2021-01-27,90.26498413085938,93.31841329790922,89.19010540093252,93.0424981499985,82512000,-0.04665212966813592,0.022641347607824956,44583800.0,1.850717076606301
2021-01-28,91.96514892578124,93.691598830972,90.8634721784876,90.8634721784876,55278000,0.01883526387660006,0.025286556228277135,47768400.0,1.1572085311628608
2021-01-29,90.68282318115234,91.684259306627,89.40250361723265,91.0133261797353,44530000,-0.013943605372332635,0.02525991063282819,49300200.0,0.9032417718386538
2021-02-01,93.94369506835938,95.05876695305972,91.537869114529,91.537869114529,40252000,0.035959090959188034,0.03189963486895232,50181000.0,0.8021362667144936
2021-02-02,95.23641967773438,96.7375742923494,94.60369579708804,94.93916613642044,66332000,0.013760631923561473,0.03238577532889657,52648200.0,1.2599101203839826
