Date,Close,High,Low,Open,Volume,daily_return,volatility,avg_volume,volume_spike
2021-01-05,269.0903625488281,270.5104357887981,266.34949815378604,266.4289601887683,9871600,0.0075483111797824964,0.011612359433101366,14426220.0,0.6842818146402869
2021-01-06,261.48345947265625,265.8926623483944,258.2063631514997,260.18254915137,24354100,-0.028268953983038192,0.015399307562179079,15206260.0,1.6015838213998708
2021-01-07,266.87579345703125,269.7258799791348,262.94327168855403,264.05549761855696,15789800,0.020622084453257195,0.019488575506601574,15053950.0,1.0488808585122178
2021-01-08,265.71392822265625,267.0843602903066,261.3543662192144,266.44878529422607,18528300,-0.004353580440266014,0.019103595107467338,15473880.0,1.197391992182956
2021-01-11,255.0583038330078,261.64231654102093,254.12482216456647,258.6730677926536,30412300,-0.040101866172101874,0.02505734717431673,17844910.0,1.7042562837246027
2021-01-12,249.3482360839844,257.9183763775455,248.56372282065897,254.84981471600415,26383500,-0.02238730385646226,0.02367999227238847,18153290.0,1.453372914771923
2021-01-13,249.8944091796875,252.188382619965,247.4713326816302,249.8050371333512,19528900,0.0021904028850605606,0.023295064524617267,18467880.0,1.0574521818422038
2021-01-14,243.93603515625,253.2608976661095,242.91318130890528,251.64219985880376,29739400,-0.02384356674083532,0.01684720211482157,20261440.0,1.4677831388094824
2021-01-15,249.6163482666016,252.0990060846761,245.44548616282452,246.1803431790925,24942900,0.023286076231882502,0.02492092048538186,21465690.0,1.1619892023037695
2021-01-19,259.288818359375,260.38119398595995,250.9669435485073,255.11794062364515,28028500,0.03874934538519392,0.027629216214614893,22757930.0,1.2315926800020915
2021-01-20,265.62451171875,268.44480710364064,261.7714222910091,267.064434937094,25199900,0.024434888474803795,0.024361229132164115,24290760.0,1.0374274003777568
2021-01-21,270.9771423339844,271.70208935816214,265.6344576307383,267.39219883730624,20838700,0.0201511170057298,0.023690532113527625,23939220.0,0.8704836665522101
2021-01-22,272.5958251953125,276.5382869759463,270.1131674066485,270.1231077356851,21954000,0.005973503327203478,0.01169448027852454,24555640.0,0.8940512240772385
2021-01-25,276.0814819335937,278.15698017442,269.6265717881597,276.21058498544335,19087000,0.0127869043327562,0.012441080557610805,24611510.0,0.775531448497065
2021-01-26,280.09344482421875,283.4103023609769,275.88286683391283,276.2105946394288,19373600,0.014531807285756537,0.007079705774400847,23507640.0,0.8241405772761536
2021-01-27,270.2522277832031,281.4837699008926,266.26009441224045,280.57013844262696,35346200,-0.03513547790164018,0.022270467593760782,24403910.0,1.4483826567136169
2021-01-28,263.1617126464844,284.8005653531378,262.8638058488591,275.2572135241456,37758800,-0.026236657491707227,0.023321281614923528,26226900.0,1.439697409911198
2021-01-29,256.5379943847656,264.7109151525472,253.0821539622232,263.45964586527754,30389500,-0.025169764230166147,0.023609225850428926,26291910.0,1.1558498412629588
2021-02-01,260.19244384765625,262.3374635439147,253.1416905536904,257.7196963932303,22914300,0.014245256230582148,0.023995450220216256,26089050.0,0.8783110155410029
2021-02-02,265.227294921875,266.9850361074179,261.44372671411134,262.1686737296177,17320800,0.019350489198551424,0.025362820937442746,25018280.0,0.6923257713959553
2021-02-03,264.8002624511719,267.3325914717765,262.0097576394912,263.7774086978428,14223400,-0.0016100623083642462,0.021368243190022878,23920630.0,0.5946080851549479
2021-02-04,264.641357421875,266.2997860181599,262.168640172673,265.157769593735,16060000,-0.0006000939267428729,0.017364553737872202,23442760.0,0.6850729180352484
2021-02-05,266.2402648925781,267.3028498495028,263.8271284548369,264.9492644767424,12454400,0.006041789863381997,0.009174184633903472,22492800.0,0.5537060748328354
2021-02-08,264.7307434082031,267.98798910915104,263.1617170711961,266.8857036335244,13755200,-0.005669771568864945,0.009806973165316035,21959620.0,0.6263860667898625
2021-02-09,267.58087158203125,271.4935427252664,263.9065258912956,264.5917418731132,14613400,0.010766139727992785,0.0065492341005188425,21483600.0,0.6802118825522724
2021-02-10,269.9841003417969,271.900705136719,265.86289392443064,270.56009399684086,14687200,0.008981317481914441,0.006880810708700497,19417700.0,0.7563820637871632
2021-02-11,268.5143737792969,271.68221751277923,266.6275294504828,270.00396858253924,12828600,-0.005443752282594971,0.00793382680752945,16924680.0,0.7579818348116478
2021-02-12,268.6235656738281,269.2988413011865,266.4785457640893,268.6434160254985,9097600,0.0004066519530943058,0.0077809624431505455,14795490.0,0.6148900779899821
2021-02-16,272.06951904296875,274.68128004000954,268.17669806558547,268.9214954462222,15417200,0.012828187134277025,0.007734043847514667,14045780.0,1.0976392909471742
2021-02-17,271.6723327636719,272.06955202031486,267.7099896104113,269.358478316072,12763200,-0.0014598705532836709,0.007587205311463255,13590020.0,0.9391597657692925
2021-02-18,267.52130126953125,270.0635405541446,264.1845932672995,267.7000453662894,15249100,-0.015279551848040418,0.010172801661745598,13692590.0,1.1136753528733425
2021-02-19,259.7455139160156,268.3950827637771,258.34529167539563,267.9879233628133,25622600,-0.029066049382293513,0.016070078418597204,14648850.0,1.7491202381074282
2021-02-22,258.52410888671875,261.2451224455358,255.7435442710094,256.16064411630646,17434900,-0.004702314241668892,0.015677650200725122,15146900.0,1.1510540110517664
2021-02-23,264.0157165527344,265.60462342546225,253.191350988149,257.69985037363546,21924600,0.021242149096516005,0.018590833157096004,15963840.0,1.3733913644837332
2021-02-24,262.4765319824219,264.5321800799506,256.59761480938323,260.5102559361921,15736100,-0.0058298975167452305,0.01843472753255666,16076110.0,0.9788499829871778
2021-02-25,252.9232482910156,265.08827150301914,252.2777481716755,260.480444082425,19053100,-0.03639671561968849,0.022788758575655564,16512700.0,1.1538452221623356
2021-02-26,255.83294677734372,263.7079309890507,254.6909301136926,254.6909301136926,26619500,0.011504274541738413,0.02193267494337943,17891790.0,1.4878053006434795
2021-03-01,263.0722961425781,264.8002158885102,256.1109155245134,259.0106725234263,22157300,0.028297173825445388,0.02584666376246406,19197760.0,1.1541606937476039
2021-03-02,257.203369140625,264.8598779371174,256.85579095898794,263.9363364333064,15191700,-0.022309179218066855,0.025822126728266566,19175210.0,0.7922572947049863
2021-03-03,253.6382598876953,259.1795388669576,253.33041273917416,258.48441285340874,15513500,-0.013861051917171685,0.026138630166166667,19450240.0,0.7975994126550624
2021-03-04,255.8527984619141,264.64138288685854,251.74150257132257,254.6909012693047,31626500,0.008731090393063523,0.02042408643221462,21087980.0,1.4997406105278932
2021-03-05,262.4467468261719,263.60864412929794,253.8368905187001,258.8618031452885,26820100,0.02577243010003416,0.022853730893353887,21207730.0,1.2646379409771815
2021-03-08,253.5389404296875,263.7376876689268,253.2807494759016,263.7078969878338,18391800,-0.0339413862210467,0.024128348039753864,21303420.0,0.8633261701642272
2021-03-09,263.89654541015625,266.6671995974328,258.0076892388815,259.3681806663693,22039700,0.0408521269471076,0.030006903202032347,21314930.0,1.0340029265871387
2021-03-10,263.0624694824219,267.10424450012505,261.0465521391515,266.77654693652994,14210300,-0.0031606170760516417,0.028629902679182233,21162350.0,0.6714896975052392
2021-03-11,271.9801025390625,275.9722049366516,265.96214311161896,266.2501095648282,21834000,0.033899298041967674,0.030983131616510375,21440440.0,1.0183559665753128
2021-03-12,266.53814697265625,267.86884797479286,262.1885254683939,267.2730343215098,20600200,-0.0200086532639816,0.03285640251929845,20838510.0,0.9885639616268149
2021-03-15,271.8510131835937,274.0456740646534,266.6374321088399,267.21339535013044,16844800,0.01993285490756591,0.025508987514061332,20307260.0,0.8294964460985874
2021-03-16,277.3426513671875,280.1828274899557,272.89371792930007,274.1648374392851,22437700,0.02020091122443257,0.021491094247996875,21031860.0,1.0668433509922566
2021-03-17,282.0398864746094,284.24448797008944,273.49953697383603,273.7974438086778,21315000,0.016936576773411538,0.020215460732079044,21612010.0,0.9862571783003987
2021-03-18,276.6872863769531,283.211719403557,276.3496484982736,277.9286154776364,18728300,-0.018978167111615707,0.021138575086808404,20322190.0,0.921568984445082
2021-03-19,288.0975341796875,290.76887646170974,279.2493682351889,279.2692185879528,38930500,0.04123878603944697,0.021762187112692764,21533230.0,1.807926632465264
2021-03-22,291.5038146972656,297.6309983947896,284.76090628596177,288.4352526829743,28273100,0.011823358805471917,0.021685393271088604,22521360.0,1.2553904382328598
2021-03-23,288.6139221191406,295.932792026011,287.79960313612776,291.11643012145873,23000900,-0.009913738456994947,0.02370535747575267,22617480.0,1.0169523748888027
2021-03-24,280.1828308105469,289.69636174407646,279.2096180859463,288.98135511711854,18675000,-0.029212351388625546,0.028049773703642544,23063950.0,0.8097051892672331
2021-03-25,276.8064270019531,286.06178331046056,275.82330413065733,279.0309091806208,24505600,-0.01205071630844079,0.027095118722968912,23331110.0,1.0503400824049949
2021-03-26,281.0567321777344,282.5264766041057,275.8431504477816,276.36947272447486,17629200,0.015354792234471004,0.018420354339304768,23034010.0,0.7653552290721416
2021-03-29,288.8026428222656,291.1462573927489,282.72510097717293,283.78765555297224,21718800,0.027559954122119645,0.022795459179135155,23521410.0,0.923363012676536
2021-03-30,286.0021667480469,290.4411599233507,284.71119686771675,287.8194588480045,17474500,-0.009696850578830074,0.022776006596208237,23025090.0,0.7589329726832772
2021-03-31,292.48687744140625,294.4432129861294,286.60793047822534,287.9783624230208,19498200,0.02267364183667908,0.018467944539477633,22843410.0,0.8535590789641302
2021-04-01,296.5882873535156,300.302334379334,294.5425793900651,296.33008119890394,17616000,0.014022543329079706,0.01433945291532938,22732180.0,0.7749366756729887
2021-04-05,306.76715087890625,308.6142338487392,298.5942299891719,298.80279507741744,28237000,0.03431984322852921,0.01704594789349345,21662830.0,1.303476969537221
2021-04-06,304.135498046875,309.1901853123323,303.132494672926,306.697587369966,17335200,-0.008578665689893517,0.019364190449761225,20569040.0,0.8427811895936806
2021-04-07,310.9181213378906,312.07007816687496,303.3807760699453,304.21494543454486,22855200,0.022301320742145858,0.015995240793726506,20554470.0,1.1119333166946168
2021-04-08,310.8486022949219,313.688778534992,307.8992036600971,312.6659247488208,20894100,-0.00022359276670524952,0.017179950576405534,20776380.0,1.0056660496198087
2021-04-09,310.29248046875,312.55666307145435,308.1772512663788,309.23983603188884,15988600,-0.001789043997837414,0.018222891462419857,19924680.0,0.802452034361405
2021-04-12,309.3788757324219,309.984629655204,305.79390230898474,308.8922542226104,10881900,-0.00294433411646966,0.011911074086810594,19249950.0,0.5652949747921423
2021-04-13,307.6112670898437,312.2488552709909,307.17431685657766,310.0442537507424,14036900,-0.005713410905620386,0.011345219239442665,18481760.0,0.7595001774722754
2021-04-14,300.7193908691406,305.89324140381507,299.85543077610873,305.1682943929614,17421400,-0.022404498658009753,0.009051724373685273,18476450.0,0.9428975804334707
2021-04-15,305.6847229003906,307.98863680837684,301.99052656720033,304.2149784475269,14558300,0.01651151266600781,0.013835703877472854,17982460.0,0.8095833384308933
2021-04-16,304.0560913085937,306.80689584078993,302.496974770129,306.03230773662983,13059200,-0.005327814803252839,0.013831649142615556,17526780.0,0.7450997844441477
2021-04-19,300.1434326171875,305.5655798842235,298.4750935992776,302.8942372670993,14553500,-0.012868213475240475,0.014348992074005452,16158430.0,0.9006753750209643
2021-04-20,300.550537109375,302.9835537939867,295.1482714936018,299.8951118354893,16796400,0.0013563664833098343,0.014722883669753852,16104550.0,1.0429599088456367
2021-04-21,299.3787536621094,299.8852255743065,295.3270692821806,299.8554348915821,14863500,-0.003898790062182411,0.010955289477489713,15305380.0,0.9711291062358465
2021-04-22,294.4631042480469,300.8187332985432,293.9864532833794,299.2397360604261,16375400,-0.016419499894139045,0.007149722437065956,14853510.0,1.1024599572760916
2021-04-23,299.0411071777344,300.49097087154496,295.0887049838903,296.68755239289857,17536800,0.015546949222647433,0.012658103910480945,15008330.0,1.168471109044111
2021-04-26,300.9378662109375,303.6786999037618,299.46812183516045,301.2357730343264,16172600,0.006342803673729636,0.011904459482776202,15537400.0,1.040882000849563
2021-04-27,301.46417236328125,303.2218831391314,299.0212153184825,302.1692386782204,15309300,0.0017488864361616674,0.011912105072868318,15664640.0,0.9773157889361007
2021-04-28,304.9696960449219,308.7632045092743,303.25168590435214,305.2278718530595,33907200,0.011628326026803082,0.012437543411064955,17313220.0,1.9584571789649758
2021-04-29,327.2242431640625,329.50827625117904,319.3790201563974,327.82999712931587,56526800,0.07297297865248398,0.029163735511789794,21510070.0,2.627922642743608
2021-04-30,322.824951171875,327.53209104824134,322.248987887127,323.8776259782797,26332400,-0.013444272800966606,0.033272510521470317,22837390.0,1.1530389418405518
2021-05-03,320.34228515625,326.27087314382874,319.60742815166054,323.907408395523,18719500,-0.007690440303987578,0.034830345290266095,23253990.0,0.8050016362783333
2021-05-04,316.1515808105469,319.9550297777541,310.9479394226379,317.80006933320976,24032600,-0.013081958080117584,0.036618234158538376,23977610.0,1.0022933895413262
2021-05-05,312.8348083496094,318.8329195218456,312.3084859817305,315.98283253130006,15577600,-0.010491082955947806,0.03770398792599307,24049020.0,0.6477436502610086
2021-05-06,317.80010986328125,318.0185850039279,311.0969325143016,312.33826165300155,19012200,0.015871959836780247,0.01231574494746079,24312700.0,0.7819863692638004
2021-05-07,316.8666076660156,320.69984756028447,316.53891012894223,320.1437345661758,15916700,-0.0029373878997940306,0.01155098365530815,24150690.0,0.6590577743327416
2021-05-10,303.8475341796875,312.3977933814333,302.7154276382799,312.1694082519749,24239200,-0.041086921661529274,0.02058385123881018,24957350.0,0.9712249096959413
2021-05-11,304.4036865234375,304.7115337162897,297.6111373134013,298.6637819675191,18920100,0.0018303664870984448,0.021160429951378103,25318430.0,0.7472856729267968
2021-05-12,300.4512634277344,302.8445494114103,296.121522359294,299.0411306344249,24645500,-0.012984149899245123,0.021281602723985507,24392260.0,1.0103819818253823
2021-05-13,303.1424560546875,306.71745902247187,300.6697082913832,303.9567447761737,18079200,0.008957168614471156,0.019504216654647202,20547500.0,0.8798734639250517
