Date,Close,High,Low,Open,Volume
2020-12-21,270.897705078125,272.7646686484044,265.932389329885,271.0863895010287,16553700
2020-12-22,265.23724365234375,269.6166559548355,262.7943166917705,269.6166559548355,17312900
2020-12-23,266.2501525878906,270.2820169489827,264.38321928084264,265.03864461128967,14329000
2020-12-24,265.5450439453125,268.52423298801807,264.35338651175715,267.0147881164967,6702000
2020-12-28,275.0784912109375,275.37639803213443,263.81715878146275,266.87577993398537,23299700
2020-12-29,274.8599853515625,278.5641213786778,274.3634538345385,275.02881940193726,16383000
2020-12-30,269.9841003417969,276.1510146252463,269.825206585436,276.0219418599705,11803800
2020-12-31,271.2651062011719,275.1678367117642,267.93833892462425,270.1131494272033,12900400
2021-01-04,267.07440185546875,273.0923620269373,263.3603554297846,272.87388692508046,15106100
2021-01-05,269.0903625488281,270.5104357887981,266.34949815378604,266.4289601887683,9871600
2021-01-06,261.48345947265625,265.89266234839437,258.2063631514997,260.18254915137,24354100
2021-01-07,266.87579345703125,269.72587997913473,262.94327168855403,264.05549761855696,15789800
2021-01-08,265.71392822265625,267.0843602903066,261.3543662192144,266.44878529422607,18528300
2021-01-11,255.0583038330078,261.64231654102093,254.12482216456647,258.6730677926536,30412300
2021-01-12,249.34823608398438,257.9183763775455,248.56372282065897,254.84981471600418,26383500
2021-01-13,249.8944091796875,252.188382619965,247.4713326816302,249.80503713335122,19528900
2021-01-14,243.93603515625,253.2608976661095,242.91318130890528,251.64219985880376,29739400
2021-01-15,249.61634826660156,252.0990060846761,245.44548616282455,246.1803431790925,24942900
2021-01-19,259.288818359375,260.38119398595995,250.96694354850732,255.11794062364515,28028500
2021-01-20,265.62451171875,268.44480710364064,261.7714222910091,267.064434937094,25199900
2021-01-21,270.9771423339844,271.70208935816214,265.6344576307383,267.39219883730624,20838700
2021-01-22,272.5958251953125,276.5382869759463,270.1131674066485,270.1231077356851,21954000
2021-01-25,276.08148193359375,278.15698017441997,269.6265717881597,276.21058498544335,19087000
2021-01-26,280.09344482421875,283.4103023609769,275.88286683391283,276.2105946394288,19373600
2021-01-27,270.2522277832031,281.4837699008926,266.26009441224045,280.57013844262696,35346200
2021-01-28,263.1617126464844,284.8005653531378,262.8638058488591,275.2572135241456,37758800
2021-01-29,256.5379943847656,264.71091515254716,253.08215396222317,263.45964586527754,30389500
2021-02-01,260.19244384765625,262.3374635439147,253.14169055369038,257.7196963932303,22914300
2021-02-02,265.227294921875,266.9850361074179,261.44372671411134,262.16867372961775,17320800
2021-02-03,264.8002624511719,267.3325914717765,262.00975763949117,263.7774086978428,14223400
2021-02-04,264.641357421875,266.2997860181599,262.168640172673,265.157769593735,16060000
2021-02-05,266.2402648925781,267.30284984950276,263.82712845483695,264.94926447674237,12454400
2021-02-08,264.7307434082031,267.98798910915104,263.1617170711961,266.8857036335244,13755200
2021-02-09,267.58087158203125,271.4935427252664,263.9065258912956,264.5917418731132,14613400
2021-02-10,269.9841003417969,271.900705136719,265.86289392443064,270.56009399684086,14687200
2021-02-11,268.5143737792969,271.68221751277923,266.62752945048277,270.00396858253924,12828600
2021-02-12,268.6235656738281,269.2988413011865,266.4785457640893,268.6434160254985,9097600
2021-02-16,272.06951904296875,274.68128004000954,268.17669806558547,268.9214954462222,15417200
2021-02-17,271.6723327636719,272.06955202031486,267.7099896104113,269.358478316072,12763200
2021-02-18,267.52130126953125,270.0635405541446,264.1845932672995,267.7000453662894,15249100
2021-02-19,259.7455139160156,268.3950827637771,258.34529167539563,267.9879233628133,25622600
2021-02-22,258.52410888671875,261.2451224455358,255.7435442710094,256.16064411630646,17434900
2021-02-23,264.0157165527344,265.60462342546225,253.191350988149,257.69985037363546,21924600
2021-02-24,262.4765319824219,264.5321800799506,256.59761480938323,260.51025593619215,15736100
2021-02-25,252.92324829101562,265.08827150301914,252.2777481716755,260.480444082425,19053100
2021-02-26,255.83294677734375,263.7079309890507,254.6909301136926,254.6909301136926,26619500
